,,,,,FIRST,MIDDLE,LAST,SUFFIX,,,
CLAY,Five Creeks Township,Kansas House of Representatives,64,"Swanson, Vern  ",Vern,,Swanson,,Republican,50,000110
CLAY,Garfield Township,Kansas House of Representatives,64,"Breitmeyer, Philip ""Skip"" ",Philip,"""Skip""",Breitmeyer,,Libertarian,3,000120
CLAY,Garfield Township,Kansas House of Representatives,64,"Swanson, Vern  ",Vern,,Swanson,,Republican,45,000120
CLAY,Gill Township,Kansas House of Representatives,64,"Breitmeyer, Philip ""Skip"" ",Philip,"""Skip""",Breitmeyer,,Libertarian,8,000130
CLAY,Gill Township,Kansas House of Representatives,64,"Swanson, Vern  ",Vern,,Swanson,,Republican,69,000130
CLAY,Goshen Township,Kansas House of Representatives,64,"Breitmeyer, Philip ""Skip"" ",Philip,"""Skip""",Breitmeyer,,Libertarian,8,000140
CLAY,Goshen Township,Kansas House of Representatives,64,"Swanson, Vern  ",Vern,,Swanson,,Republican,20,000140
CLAY,Grant Township,Kansas House of Representatives,64,"Breitmeyer, Philip ""Skip"" ",Philip,"""Skip""",Breitmeyer,,Libertarian,10,000150
CLAY,Grant Township,Kansas House of Representatives,64,"Swanson, Vern  ",Vern,,Swanson,,Republican,76,000150
CLAY,Hayes Township,Kansas House of Representatives,64,"Breitmeyer, Philip ""Skip"" ",Philip,"""Skip""",Breitmeyer,,Libertarian,16,000160
CLAY,Hayes Township,Kansas House of Representatives,64,"Swanson, Vern  ",Vern,,Swanson,,Republican,90,000160
CLAY,Highland Township,Kansas House of Representatives,64,"Breitmeyer, Philip ""Skip"" ",Philip,"""Skip""",Breitmeyer,,Libertarian,14,000170
CLAY,Highland Township,Kansas House of Representatives,64,"Swanson, Vern  ",Vern,,Swanson,,Republican,110,000170
CLAY,Mulberry Township,Kansas House of Representatives,64,"Breitmeyer, Philip ""Skip"" ",Philip,"""Skip""",Breitmeyer,,Libertarian,10,000180
CLAY,Mulberry Township,Kansas House of Representatives,64,"Swanson, Vern  ",Vern,,Swanson,,Republican,101,000180
CLAY,Oakland Township,Kansas House of Representatives,64,"Breitmeyer, Philip ""Skip"" ",Philip,"""Skip""",Breitmeyer,,Libertarian,7,000190
CLAY,Oakland Township,Kansas House of Representatives,64,"Swanson, Vern  ",Vern,,Swanson,,Republican,30,000190
CLAY,Republican Township,Kansas House of Representatives,64,"Breitmeyer, Philip ""Skip"" ",Philip,"""Skip""",Breitmeyer,,Libertarian,62,000200
CLAY,Republican Township,Kansas House of Representatives,64,"Swanson, Vern  ",Vern,,Swanson,,Republican,316,000200
CLAY,Sherman Township,Kansas House of Representatives,64,"Breitmeyer, Philip ""Skip"" ",Philip,"""Skip""",Breitmeyer,,Libertarian,12,000210
CLAY,Sherman Township,Kansas House of Representatives,64,"Swanson, Vern  ",Vern,,Swanson,,Republican,93,000210
CLAY,Union Township,Kansas House of Representatives,64,"Breitmeyer, Philip ""Skip"" ",Philip,"""Skip""",Breitmeyer,,Libertarian,14,000220
CLAY,Union Township,Kansas House of Representatives,64,"Swanson, Vern  ",Vern,,Swanson,,Republican,74,000220
CLAY,Clay Center Ward 4 Exclave,Kansas House of Representatives,64,"Breitmeyer, Philip ""Skip"" ",Philip,"""Skip""",Breitmeyer,,Libertarian,0,900230
CLAY,Clay Center Ward 4 Exclave,Kansas House of Representatives,64,"Swanson, Vern  ",Vern,,Swanson,,Republican,0,900230
CLOUD,Arion Township,Kansas House of Representatives,107,"Concannon, Susan L. ",Susan,L.,Concannon,,Republican,43,000010
CLOUD,Aurora Township,Kansas House of Representatives,107,"Concannon, Susan L. ",Susan,L.,Concannon,,Republican,52,000020
CLOUD,Buffalo Township,Kansas House of Representatives,107,"Concannon, Susan L. ",Susan,L.,Concannon,,Republican,50,000030
CLOUD,Center Township,Kansas House of Representatives,107,"Concannon, Susan L. ",Susan,L.,Concannon,,Republican,77,000040
CLOUD,Colfax Township,Kansas House of Representatives,107,"Concannon, Susan L. ",Susan,L.,Concannon,,Republican,20,000050
CLOUD,Concordia Ward 1,Kansas House of Representatives,107,"Concannon, Susan L. ",Susan,L.,Concannon,,Republican,298,00006A
CLOUD,Concordia Ward 1 Exclave A,Kansas House of Representatives,107,"Concannon, Susan L. ",Susan,L.,Concannon,,Republican,0,00006B
CLOUD,Concordia Ward 2 Precinct 1,Kansas House of Representatives,107,"Concannon, Susan L. ",Susan,L.,Concannon,,Republican,336,000070
CLOUD,Concordia Ward 2 Precinct 2,Kansas House of Representatives,107,"Concannon, Susan L. ",Susan,L.,Concannon,,Republican,412,00008A
CLOUD,Concordia Ward 2 Precinct 2 Exclave,Kansas House of Representatives,107,"Concannon, Susan L. ",Susan,L.,Concannon,,Republican,0,00008B
CLOUD,Concordia Ward 3,Kansas House of Representatives,107,"Concannon, Susan L. ",Susan,L.,Concannon,,Republican,530,000090
CLOUD,Concordia Ward 4,Kansas House of Representatives,107,"Concannon, Susan L. ",Susan,L.,Concannon,,Republican,237,000100
CLOUD,East Lincoln,Kansas House of Representatives,107,"Concannon, Susan L. ",Susan,L.,Concannon,,Republican,98,00011A
CLOUD,East Lincoln Enclave,Kansas House of Representatives,107,"Concannon, Susan L. ",Susan,L.,Concannon,,Republican,0,00011B
CLOUD,East Meredith,Kansas House of Representatives,107,"Concannon, Susan L. ",Susan,L.,Concannon,,Republican,16,000120
CLOUD,Elk Township,Kansas House of Representatives,107,"Concannon, Susan L. ",Susan,L.,Concannon,,Republican,273,000130
CLOUD,Grant Township,Kansas House of Representatives,107,"Concannon, Susan L. ",Susan,L.,Concannon,,Republican,122,000140
CLOUD,Lyon Township,Kansas House of Representatives,107,"Concannon, Susan L. ",Susan,L.,Concannon,,Republican,44,000150
CLOUD,Nelson Township,Kansas House of Representatives,107,"Concannon, Susan L. ",Susan,L.,Concannon,,Republican,43,000160
CLOUD,North Lawrence,Kansas House of Representatives,107,"Concannon, Susan L. ",Susan,L.,Concannon,,Republican,24,000170
CLOUD,Oakland Township,Kansas House of Representatives,107,"Concannon, Susan L. ",Susan,L.,Concannon,,Republican,19,000180
CLOUD,Shirley Township,Kansas House of Representatives,107,"Concannon, Susan L. ",Susan,L.,Concannon,,Republican,53,000190
CLOUD,Sibley Township,Kansas House of Representatives,107,"Concannon, Susan L. ",Susan,L.,Concannon,,Republican,75,000200
CLOUD,Solomon Township,Kansas House of Representatives,107,"Concannon, Susan L. ",Susan,L.,Concannon,,Republican,213,000210
CLOUD,South Lawrence,Kansas House of Representatives,107,"Concannon, Susan L. ",Susan,L.,Concannon,,Republican,23,000220
CLOUD,Starr Township,Kansas House of Representatives,107,"Concannon, Susan L. ",Susan,L.,Concannon,,Republican,217,000230
CLOUD,Summit Township,Kansas House of Representatives,107,"Concannon, Susan L. ",Susan,L.,Concannon,,Republican,25,000240
CLOUD,West Lincoln,Kansas House of Representatives,107,"Concannon, Susan L. ",Susan,L.,Concannon,,Republican,65,000250
CLOUD,West Meredith,Kansas House of Representatives,107,"Concannon, Susan L. ",Susan,L.,Concannon,,Republican,10,000260
COFFEY,Avon Township,Kansas House of Representatives,76,"Lewis, Janet L. ",Janet,L.,Lewis,,Democratic,33,000010
COFFEY,Avon Township,Kansas House of Representatives,76,"Mast, Peggy  ",Peggy,,Mast,,Republican,65,000010
COFFEY,Burlington Township,Kansas House of Representatives,76,"Lewis, Janet L. ",Janet,L.,Lewis,,Democratic,40,000020
COFFEY,Burlington Township,Kansas House of Representatives,76,"Mast, Peggy  ",Peggy,,Mast,,Republican,146,000020
COFFEY,Burlington Ward 1,Kansas House of Representatives,76,"Lewis, Janet L. ",Janet,L.,Lewis,,Democratic,121,000030
COFFEY,Burlington Ward 1,Kansas House of Representatives,76,"Mast, Peggy  ",Peggy,,Mast,,Republican,282,000030
COFFEY,Burlington Ward 2,Kansas House of Representatives,76,"Lewis, Janet L. ",Janet,L.,Lewis,,Democratic,93,00004A
COFFEY,Burlington Ward 2,Kansas House of Representatives,76,"Mast, Peggy  ",Peggy,,Mast,,Republican,238,00004A
COFFEY,Burlington Ward 2 Country Club Heights,Kansas House of Representatives,76,"Lewis, Janet L. ",Janet,L.,Lewis,,Democratic,0,00004B
COFFEY,Burlington Ward 2 Country Club Heights,Kansas House of Representatives,76,"Mast, Peggy  ",Peggy,,Mast,,Republican,0,00004B
COFFEY,Burlington Ward 3,Kansas House of Representatives,76,"Lewis, Janet L. ",Janet,L.,Lewis,,Democratic,109,00005A
COFFEY,Burlington Ward 3,Kansas House of Representatives,76,"Mast, Peggy  ",Peggy,,Mast,,Republican,261,00005A
COFFEY,Burlington Ward 3 Exclave Caldwell's Add.,Kansas House of Representatives,76,"Lewis, Janet L. ",Janet,L.,Lewis,,Democratic,0,00005B
COFFEY,Burlington Ward 3 Exclave Caldwell's Add.,Kansas House of Representatives,76,"Mast, Peggy  ",Peggy,,Mast,,Republican,0,00005B
COFFEY,Burlington Ward 3 Exclave Indust. Park #2 & 3,Kansas House of Representatives,76,"Lewis, Janet L. ",Janet,L.,Lewis,,Democratic,0,00005C
COFFEY,Burlington Ward 3 Exclave Indust. Park #2 & 3,Kansas House of Representatives,76,"Mast, Peggy  ",Peggy,,Mast,,Republican,0,00005C
COFFEY,Hampden Township,Kansas House of Representatives,76,"Lewis, Janet L. ",Janet,L.,Lewis,,Democratic,23,000060
COFFEY,Hampden Township,Kansas House of Representatives,76,"Mast, Peggy  ",Peggy,,Mast,,Republican,49,000060
COFFEY,Key West Township,Kansas House of Representatives,76,"Lewis, Janet L. ",Janet,L.,Lewis,,Democratic,41,000070
COFFEY,Key West Township,Kansas House of Representatives,76,"Mast, Peggy  ",Peggy,,Mast,,Republican,83,000070
COFFEY,Leroy Township,Kansas House of Representatives,76,"Lewis, Janet L. ",Janet,L.,Lewis,,Democratic,91,000080
COFFEY,Leroy Township,Kansas House of Representatives,76,"Mast, Peggy  ",Peggy,,Mast,,Republican,185,000080
COFFEY,Liberty Township,Kansas House of Representatives,76,"Lewis, Janet L. ",Janet,L.,Lewis,,Democratic,108,000090
COFFEY,Liberty Township,Kansas House of Representatives,76,"Mast, Peggy  ",Peggy,,Mast,,Republican,158,000090
COFFEY,Lincoln Township,Kansas House of Representatives,76,"Lewis, Janet L. ",Janet,L.,Lewis,,Democratic,240,000100
COFFEY,Lincoln Township,Kansas House of Representatives,76,"Mast, Peggy  ",Peggy,,Mast,,Republican,307,000100
COFFEY,Neosho Township,Kansas House of Representatives,76,"Lewis, Janet L. ",Janet,L.,Lewis,,Democratic,22,000110
COFFEY,Neosho Township,Kansas House of Representatives,76,"Mast, Peggy  ",Peggy,,Mast,,Republican,48,000110
COFFEY,Ottumwa Township,Kansas House of Representatives,76,"Lewis, Janet L. ",Janet,L.,Lewis,,Democratic,106,000120
COFFEY,Ottumwa Township,Kansas House of Representatives,76,"Mast, Peggy  ",Peggy,,Mast,,Republican,269,000120
COFFEY,Pleasant Township,Kansas House of Representatives,76,"Lewis, Janet L. ",Janet,L.,Lewis,,Democratic,41,000130
COFFEY,Pleasant Township,Kansas House of Representatives,76,"Mast, Peggy  ",Peggy,,Mast,,Republican,78,000130
COFFEY,Pottawatomie Township,Kansas House of Representatives,76,"Lewis, Janet L. ",Janet,L.,Lewis,,Democratic,26,000140
COFFEY,Pottawatomie Township,Kansas House of Representatives,76,"Mast, Peggy  ",Peggy,,Mast,,Republican,63,000140
COFFEY,Rock Creek Township,Kansas House of Representatives,76,"Lewis, Janet L. ",Janet,L.,Lewis,,Democratic,117,000150
COFFEY,Rock Creek Township,Kansas House of Representatives,76,"Mast, Peggy  ",Peggy,,Mast,,Republican,270,000150
COFFEY,Spring Creek Township,Kansas House of Representatives,76,"Lewis, Janet L. ",Janet,L.,Lewis,,Democratic,21,000160
COFFEY,Spring Creek Township,Kansas House of Representatives,76,"Mast, Peggy  ",Peggy,,Mast,,Republican,58,000160
COFFEY,Star Township,Kansas House of Representatives,76,"Lewis, Janet L. ",Janet,L.,Lewis,,Democratic,12,000170
COFFEY,Star Township,Kansas House of Representatives,76,"Mast, Peggy  ",Peggy,,Mast,,Republican,57,000170
COFFEY,Burlington Ward 2 Exclave 2,Kansas House of Representatives,76,"Lewis, Janet L. ",Janet,L.,Lewis,,Democratic,0,900010
COFFEY,Burlington Ward 2 Exclave 2,Kansas House of Representatives,76,"Mast, Peggy  ",Peggy,,Mast,,Republican,0,900010
COFFEY,Burlington Township Enclave 1,Kansas House of Representatives,76,"Lewis, Janet L. ",Janet,L.,Lewis,,Democratic,0,900020
COFFEY,Burlington Township Enclave 1,Kansas House of Representatives,76,"Mast, Peggy  ",Peggy,,Mast,,Republican,0,900020
COFFEY,Burlington Township Enclave 2,Kansas House of Representatives,76,"Lewis, Janet L. ",Janet,L.,Lewis,,Democratic,0,900030
COFFEY,Burlington Township Enclave 2,Kansas House of Representatives,76,"Mast, Peggy  ",Peggy,,Mast,,Republican,0,900030
COMANCHE,Avilla Township,Kansas House of Representatives,116,"Wetta, Vincent  ",Vincent,,Wetta,,Democratic,12,000010
COMANCHE,Avilla Township,Kansas House of Representatives,116,"Hoffman, Kyle D. ",Kyle,D.,Hoffman,,Republican,35,000010
COMANCHE,Coldwater Township,Kansas House of Representatives,116,"Wetta, Vincent  ",Vincent,,Wetta,,Democratic,135,000020
COMANCHE,Coldwater Township,Kansas House of Representatives,116,"Hoffman, Kyle D. ",Kyle,D.,Hoffman,,Republican,343,000020
COMANCHE,Powell Township,Kansas House of Representatives,116,"Wetta, Vincent  ",Vincent,,Wetta,,Democratic,7,000030
COMANCHE,Powell Township,Kansas House of Representatives,116,"Hoffman, Kyle D. ",Kyle,D.,Hoffman,,Republican,30,000030
COMANCHE,Protection Township H115,Kansas House of Representatives,115,"Gilbert, Marjorie ""Mo"" ",Marjorie,"""Mo""",Gilbert,,Democratic,38,120020
COMANCHE,Protection Township H115,Kansas House of Representatives,115,"Ryckman, Ronald  ",Ronald,,Ryckman,,Republican,237,120020
COMANCHE,Protection Township H116,Kansas House of Representatives,116,"Wetta, Vincent  ",Vincent,,Wetta,,Democratic,15,120030
COMANCHE,Protection Township H116,Kansas House of Representatives,116,"Hoffman, Kyle D. ",Kyle,D.,Hoffman,,Republican,44,120030
COWLEY,Arkansas City Ward 1 A,Kansas House of Representatives,80,"Kelley, Kasha  ",Kasha,,Kelley,,Republican,158,00001A
COWLEY,Arkansas City Ward 1 A Exclave A,Kansas House of Representatives,80,"Kelley, Kasha  ",Kasha,,Kelley,,Republican,7,00001B
COWLEY,Arkansas City Ward 1 A Exclave B,Kansas House of Representatives,80,"Kelley, Kasha  ",Kasha,,Kelley,,Republican,1,00001C
COWLEY,Arkansas City Ward 1 B,Kansas House of Representatives,80,"Kelley, Kasha  ",Kasha,,Kelley,,Republican,133,000020
COWLEY,Arkansas City Ward 1 C,Kansas House of Representatives,80,"Kelley, Kasha  ",Kasha,,Kelley,,Republican,242,000030
COWLEY,Arkansas City Ward 1 D,Kansas House of Representatives,80,"Kelley, Kasha  ",Kasha,,Kelley,,Republican,205,000040
COWLEY,Arkansas City Ward 2 A,Kansas House of Representatives,80,"Kelley, Kasha  ",Kasha,,Kelley,,Republican,242,000050
COWLEY,Arkansas City Ward 2 B - 1,Kansas House of Representatives,80,"Kelley, Kasha  ",Kasha,,Kelley,,Republican,119,00006A
COWLEY,Arkansas City Ward 2 B - 2,Kansas House of Representatives,80,"Kelley, Kasha  ",Kasha,,Kelley,,Republican,77,00006B
COWLEY,Arkansas City Ward 2 C,Kansas House of Representatives,80,"Kelley, Kasha  ",Kasha,,Kelley,,Republican,32,000070
COWLEY,Arkansas City Ward 2 D,Kansas House of Representatives,80,"Kelley, Kasha  ",Kasha,,Kelley,,Republican,32,000080
COWLEY,Arkansas City Ward 3 A,Kansas House of Representatives,80,"Kelley, Kasha  ",Kasha,,Kelley,,Republican,65,000090
COWLEY,Arkansas City Ward 3 B,Kansas House of Representatives,80,"Kelley, Kasha  ",Kasha,,Kelley,,Republican,87,000100
COWLEY,Arkansas City Ward 3 C,Kansas House of Representatives,80,"Kelley, Kasha  ",Kasha,,Kelley,,Republican,73,000110
COWLEY,Arkansas City Ward 4 A,Kansas House of Representatives,80,"Kelley, Kasha  ",Kasha,,Kelley,,Republican,223,000120
COWLEY,Arkansas City Ward 4 B,Kansas House of Representatives,80,"Kelley, Kasha  ",Kasha,,Kelley,,Republican,502,00013A
COWLEY,Arkansas City Ward 4 C,Kansas House of Representatives,80,"Kelley, Kasha  ",Kasha,,Kelley,,Republican,206,000140
COWLEY,Arkansas City Ward 4 D,Kansas House of Representatives,80,"Kelley, Kasha  ",Kasha,,Kelley,,Republican,392,000150
COWLEY,Beaver Township,Kansas House of Representatives,79,"Trimmer, Ed  ",Ed,,Trimmer,,Democratic,53,000170
COWLEY,Beaver Township,Kansas House of Representatives,79,"Alley, Larry  ",Larry,,Alley,,Republican,52,000170
COWLEY,Cedar Township,Kansas House of Representatives,12,"Bumgarner, Tina  ",Tina,,Bumgarner,,Democratic,3,000180
COWLEY,Cedar Township,Kansas House of Representatives,12,"Peck, Virgil  ",Virgil,,Peck,,Republican,17,000180
COWLEY,Dexter Township,Kansas House of Representatives,12,"Bumgarner, Tina  ",Tina,,Bumgarner,,Democratic,54,000190
COWLEY,Dexter Township,Kansas House of Representatives,12,"Peck, Virgil  ",Virgil,,Peck,,Republican,131,000190
COWLEY,East Bolton,Kansas House of Representatives,80,"Kelley, Kasha  ",Kasha,,Kelley,,Republican,277,000200
COWLEY,East Creswell,Kansas House of Representatives,80,"Kelley, Kasha  ",Kasha,,Kelley,,Republican,538,000210
COWLEY,Fairview Township,Kansas House of Representatives,79,"Trimmer, Ed  ",Ed,,Trimmer,,Democratic,60,000220
COWLEY,Fairview Township,Kansas House of Representatives,79,"Alley, Larry  ",Larry,,Alley,,Republican,65,000220
COWLEY,Grant Township,Kansas House of Representatives,12,"Bumgarner, Tina  ",Tina,,Bumgarner,,Democratic,7,000230
COWLEY,Grant Township,Kansas House of Representatives,12,"Peck, Virgil  ",Virgil,,Peck,,Republican,24,000230
COWLEY,Harvey Township,Kansas House of Representatives,12,"Bumgarner, Tina  ",Tina,,Bumgarner,,Democratic,21,000240
COWLEY,Harvey Township,Kansas House of Representatives,12,"Peck, Virgil  ",Virgil,,Peck,,Republican,21,000240
COWLEY,Liberty Township,Kansas House of Representatives,12,"Bumgarner, Tina  ",Tina,,Bumgarner,,Democratic,24,000250
COWLEY,Liberty Township,Kansas House of Representatives,12,"Peck, Virgil  ",Virgil,,Peck,,Republican,50,000250
COWLEY,Maple Township,Kansas House of Representatives,79,"Trimmer, Ed  ",Ed,,Trimmer,,Democratic,119,000260
COWLEY,Maple Township,Kansas House of Representatives,79,"Alley, Larry  ",Larry,,Alley,,Republican,214,000260
COWLEY,Ninnescah Township,Kansas House of Representatives,79,"Trimmer, Ed  ",Ed,,Trimmer,,Democratic,201,000270
COWLEY,Ninnescah Township,Kansas House of Representatives,79,"Alley, Larry  ",Larry,,Alley,,Republican,242,000270
COWLEY,Omnia Township,Kansas House of Representatives,12,"Bumgarner, Tina  ",Tina,,Bumgarner,,Democratic,59,000280
COWLEY,Omnia Township,Kansas House of Representatives,12,"Peck, Virgil  ",Virgil,,Peck,,Republican,76,000280
COWLEY,Otter Township,Kansas House of Representatives,12,"Bumgarner, Tina  ",Tina,,Bumgarner,,Democratic,5,000290
COWLEY,Otter Township,Kansas House of Representatives,12,"Peck, Virgil  ",Virgil,,Peck,,Republican,14,000290
COWLEY,Pleasant Valley Township,Kansas House of Representatives,79,"Trimmer, Ed  ",Ed,,Trimmer,,Democratic,216,000300
