Offical Election Results
Douglas County
Contest Name,Candidate Name,Party,Advanced Voting Votes,Absentee Ballots Votes,Election Day Votes,Provisional Votes,Total Votes,Number Of Precincts,Precincts Reported,Ballots Cast
"Precinct 40 Committeewoman","Cate McDirmot","Democratic","0","0","1","0","1","1","1","26"
"Precinct 40 Committeewoman","Jenny Ketchell","Democratic","0","0","1","0","1","1","1","26"
"Precinct 40 Committeewoman","Pagoda Lumbis","Democratic","0","0","1","0","1","1","1","26"
"Precinct 40 Committeewoman","Kelly Nitcher","Democratic","0","0","1","0","1","1","1","26"
"Precinct 40 Committeewoman","Antoinette Clogston","Democratic","0","0","1","0","1","1","1","26"
"Precinct 40 Committeewoman","Dakota Loomis","Democratic","0","0","1","0","1","1","1","26"
"Precinct 40 Committeewoman","Colleen Boley","Democratic","0","0","1","0","1","1","1","26"
"Precinct 40 Committeewoman","Kimberly Barbee","Democratic","0","0","0","1","1","1","1","26"
"Precinct 40 Committeewoman","WRITE-IN 537","","0","0","0","0","0","1","101","0"
"Precinct 41 H46 Committeewoman","Janice ""Jan"" Biles","Democratic","59","0","236","3","298","1","1","302"
"Precinct 41 H46 Committeewoman","WRITE-IN 545","","0","0","2","0","2","1","1","302"
"Precinct 41 H46 Committeewoman","Rebecca Moeller","Democratic","0","0","1","0","1","1","1","302"
"Precinct 41 H46 Committeewoman","Jacki Becher","Democratic","0","0","1","0","1","1","1","302"
"Precinct 41 H46 Committeewoman","Julie Edmondson","Republican","4","0","33","0","37","1","1","41"
"Precinct 41 H46 Committeewoman","WRITE-IN 546","","0","0","2","0","2","1","1","41"
"Precinct 41 H46 Committeewoman","Jasper Miguel Gonzalez","Republican","0","0","1","0","1","1","1","41"
"Precinct 41 H46 Committeewoman","Jennifer Ananoe","Republican","0","0","1","0","1","1","1","41"
"Precinct 42 S19 H45 Committeewoman","WRITE-IN 551","","1","0","3","0","4","1","1","11"
"Precinct 42 S19 H45 Committeewoman","Marilyn Hall","Democratic","0","0","3","0","3","1","1","11"
"Precinct 42 S19 H45 Committeewoman","Ashley Griffin-Smith","Democratic","0","0","2","0","2","1","1","11"
"Precinct 42 S19 H45 Committeewoman","Amanda J. Boyer","Democratic","0","0","1","0","1","1","1","11"
"Precinct 42 S19 H45 Committeewoman","Linda McKenna-Brandenburger","Democratic","0","0","1","0","1","1","1","11"
"Precinct 42 S19 H45 Committeewoman","Maribel Hall","Republican","0","0","12","0","12","1","1","14"
"Precinct 42 S19 H45 Committeewoman","Jeffrey N. Allen","Republican","0","0","1","0","1","1","1","14"
"Precinct 42 S19 H45 Committeewoman","WRITE-IN 552","","0","0","1","0","1","1","1","14"
"Precinct 42 S2 H46 Committeewoman","WRITE-IN 548","","0","0","2","0","2","1","1","4"
"Precinct 42 S2 H46 Committeewoman","Michelle Saenz","Democratic","0","0","1","0","1","1","1","4"
"Precinct 42 S2 H46 Committeewoman","Karen Bayouth","Democratic","0","0","1","0","1","1","1","4"
"Precinct 42 S2 H46 Committeewoman","WRITE-IN 549","","0","0","0","0","0","1","101","0"
"Precinct 43 Committeewoman","Lori B. Schlenker","Democratic","68","0","160","2","230","1","1","233"
"Precinct 43 Committeewoman","WRITE-IN 554","","2","0","0","0","2","1","1","233"
"Precinct 43 Committeewoman","Martin J. Bregman","Democratic","0","0","1","0","1","1","1","233"
"Precinct 43 Committeewoman","Susan Cary","Republican","7","0","40","0","47","1","1","79"
"Precinct 43 Committeewoman","Patricia Bates","Republican","4","0","23","1","28","1","1","79"
"Precinct 43 Committeewoman","WRITE-IN 555","","0","0","2","0","2","1","1","79"
"Precinct 43 Committeewoman","Wilma Strydom","Republican","0","0","1","0","1","1","1","79"
"Precinct 43 Committeewoman","Pam Mcdermott","Republican","0","0","1","0","1","1","1","79"
"Precinct 44 H44 Committeewoman","Zoe Rosa","Democratic","0","0","1","0","1","1","1","2"
"Precinct 44 H44 Committeewoman","WRITE-IN 563","","1","0","0","0","1","1","1","2"
"Precinct 44 H44 Committeewoman","Susan Elzea","Republican","0","0","1","0","1","1","1","2"
"Precinct 44 H44 Committeewoman","WRITE-IN 564","","0","0","1","0","1","1","1","2"
"Precinct 44 H45 Committeewoman","WRITE-IN 560","","0","0","3","0","3","1","1","5"
"Precinct 44 H45 Committeewoman","Carly Pierce","Democratic","0","0","1","0","1","1","1","5"
"Precinct 44 H45 Committeewoman","Kaidee Mehrer","Democratic","0","0","1","0","1","1","1","5"
"Precinct 44 H45 Committeewoman","Sarah K Irby","Republican","2","0","21","0","23","1","1","24"
"Precinct 44 H45 Committeewoman","WRITE-IN 561","","0","0","1","0","1","1","1","24"
"Precinct 45 Committeewoman","Gina Spade","Democratic","50","0","141","1","192","1","1","195"
"Precinct 45 Committeewoman","WRITE-IN 566","","1","0","1","0","2","1","1","195"
"Precinct 45 Committeewoman","Heidi Simon","Democratic","0","0","1","0","1","1","1","195"
"Precinct 45 Committeewoman","Pam McDermott","Republican","11","0","69","0","80","1","1","83"
"Precinct 45 Committeewoman","WRITE-IN 567","","0","0","2","0","2","1","1","83"
"Precinct 45 Committeewoman","Lance Johnson","Republican","0","0","1","0","1","1","1","83"
"Precinct 46 H44 Committeewoman","Kimberly Ann Georgeson","Democratic","21","0","64","1","86","1","1","88"
"Precinct 46 H44 Committeewoman","Katelyn Rademacher","Democratic","0","0","1","0","1","1","1","88"
"Precinct 46 H44 Committeewoman","WRITE-IN 569","","1","0","0","0","1","1","1","88"
"Precinct 46 H44 Committeewoman","Donna McMechan","Republican","13","0","26","0","39","1","1","41"
"Precinct 46 H44 Committeewoman","WRITE-IN 570","","1","0","1","0","2","1","1","41"
"Precinct 46 H45 Committeewoman","Anjali Kansal-Rill","Democratic","29","0","65","3","97","1","1","100"
"Precinct 46 H45 Committeewoman","WRITE-IN 1031","","0","0","2","0","2","1","1","100"
"Precinct 46 H45 Committeewoman","Erica Dnydale","Democratic","0","0","1","0","1","1","1","100"
"Precinct 46 H45 Committeewoman","WRITE-IN 1030","","0","0","2","0","2","1","1","5"
"Precinct 46 H45 Committeewoman","Ayrtan Frick","Republican","0","0","1","0","1","1","1","5"
"Precinct 46 H45 Committeewoman","Caroline Weoczynski","Republican","0","0","1","0","1","1","1","5"
"Precinct 46 H45 Committeewoman","Nicole Preslicka","Republican","0","0","1","0","1","1","1","5"
"Precinct 47 Committeewoman","WRITE-IN 572","","2","0","1","0","3","1","1","6"
"Precinct 47 Committeewoman","Lindsey Collier","Democratic","0","0","1","0","1","1","1","6"
"Precinct 47 Committeewoman","Cecilia A Boyne-Schew","Democratic","1","0","0","0","1","1","1","6"
"Precinct 47 Committeewoman","Patty J. Poe","Democratic","1","0","0","0","1","1","1","6"
"Precinct 47 Committeewoman","WRITE-IN 573","","0","0","0","0","0","1","101","0"
"Precinct 48 Committeewoman","Kelly Wall","Democratic","69","0","162","1","232","1","1","234"
"Precinct 48 Committeewoman","WRITE-IN 575","","0","0","2","0","2","1","1","234"
"Precinct 48 Committeewoman","Marianne Hoffman","Republican","13","0","50","2","65","1","1","66"
"Precinct 48 Committeewoman","Larry Arnold","Republican","0","0","1","0","1","1","1","66"
"Precinct 48 Committeewoman","WRITE-IN 576","","0","0","0","0","0","1","1","66"
"Precinct 49 H45 Committeewoman","Nan Harper","Democratic","44","0","114","0","158","1","1","160"
"Precinct 49 H45 Committeewoman","Jacklin Sykes","Democratic","0","0","1","0","1","1","1","160"
"Precinct 49 H45 Committeewoman","WRITE-IN 578","","0","0","1","0","1","1","1","160"
"Precinct 49 H45 Committeewoman","WRITE-IN 579","","0","0","3","0","3","1","1","3"
"Precinct 49 H45 Committeewoman","Joann Corpstein","Republican","0","0","0","0","0","1","1","3"
"Precinct 49 H47 Committeewoman","WRITE-IN 1034","","0","0","2","0","2","1","1","4"
"Precinct 49 H47 Committeewoman","Christina Haswood","Democratic","0","0","1","0","1","1","1","4"
"Precinct 49 H47 Committeewoman","Alneata Barrett","Democratic","0","0","1","0","1","1","1","4"
"Precinct 49 H47 Committeewoman","WRITE-IN 1033","","1","0","2","0","3","1","1","6"
"Precinct 49 H47 Committeewoman","Gay Schneider","Republican","0","0","1","0","1","1","1","6"
"Precinct 49 H47 Committeewoman","Marilyn Pearse","Republican","0","0","1","0","1","1","1","6"
"Precinct 49 H47 Committeewoman","Ann Anderson","Republican","0","0","1","0","1","1","1","6"
"Precinct 50A Committeewoman","WRITE-IN 581","","2","0","4","0","6","1","1","10"
"Precinct 50A Committeewoman","Natalie Miller","Democratic","0","0","1","0","1","1","1","10"
"Precinct 50A Committeewoman","Angela Rodgers","Democratic","0","0","1","0","1","1","1","10"
"Precinct 50A Committeewoman","Jan Tedrow","Democratic","0","0","1","0","1","1","1","10"
"Precinct 50A Committeewoman","Sally Pennigton","Democratic","0","0","1","0","1","1","1","10"
"Precinct 50A Committeewoman","Whitney Tempel","Republican","15","0","106","0","121","1","1","123"
"Precinct 50A Committeewoman","Hannah Thompson","Republican","0","0","1","0","1","1","1","123"
"Precinct 50A Committeewoman","WRITE-IN 582","","0","0","1","0","1","1","1","123"
"Precinct 50B Committeewoman","WRITE-IN 1153","","0","0","0","0","0","1","101","0"
"Precinct 50B Committeewoman","WRITE-IN 1152","","0","0","0","0","0","1","101","0"
"Precinct 51 Committeewoman","WRITE-IN 584","","0","0","3","0","3","1","1","5"
"Precinct 51 Committeewoman","Winifred Curtis","Democratic","0","0","1","0","1","1","1","5"
"Precinct 51 Committeewoman","Margaret Childs","Democratic","1","0","0","0","1","1","1","5"
"Precinct 51 Committeewoman","WRITE-IN 585","","0","0","2","0","2","1","1","4"
"Precinct 51 Committeewoman","Catharine F. Berry","Republican","0","0","1","0","1","1","1","4"
"Precinct 51 Committeewoman","Laura Smallwood","Republican","0","0","1","0","1","1","1","4"
"Precinct 52A Committeewoman","WRITE-IN 587","","0","0","0","0","0","1","101","0"
"Precinct 52A Committeewoman","Nicole Vannicola","Republican","5","0","44","0","49","1","1","49"
"Precinct 52A Committeewoman","WRITE-IN 588","","0","0","0","0","0","1","1","49"
"Precinct 52B Committeewoman","WRITE-IN 1150","","0","0","0","0","0","1","101","0"
"Precinct 52B Committeewoman","WRITE-IN 1149","","0","0","0","0","0","1","101","0"
"Precinct 53A Committeewoman","WRITE-IN 590","","0","0","4","0","4","1","1","8"
"Precinct 53A Committeewoman","Pennie vonAchen","Democratic","0","0","3","0","3","1","1","8"
"Precinct 53A Committeewoman","Ann M. Gardner","Democratic","0","0","1","0","1","1","1","8"
"Precinct 53A Committeewoman","WRITE-IN 591","","0","0","3","0","3","1","1","5"
"Precinct 53A Committeewoman","Lucy Putnam","Republican","0","0","1","0","1","1","1","5"
"Precinct 53A Committeewoman","Faith Riemer","Republican","0","0","1","0","1","1","1","5"
"Precinct 53A Committeewoman","Pennie vonAchen","Republican","0","0","0","0","0","1","1","5"
"Precinct 53A Committeewoman","Ann M. Gardner","Republican","0","0","0","0","0","1","1","5"
"Precinct 53B Committeewoman","WRITE-IN 1159","","1","0","7","0","8","1","1","17"
"Precinct 53B Committeewoman","Pennie vonAchen","Democratic","1","0","6","0","7","1","1","17"
"Precinct 53B Committeewoman","Kristina Ormsby","Democratic","0","0","1","0","1","1","1","17"
"Precinct 53B Committeewoman","Becky Plate","Democratic","0","0","1","0","1","1","1","17"
"Precinct 53B Committeewoman","Ann M. Gardner","Democratic","0","0","0","0","0","1","1","17"
"Precinct 53B Committeewoman","Kallie Male","Republican","10","0","47","0","57","1","1","105"
"Precinct 53B Committeewoman","Laura Bennett","Republican","6","0","32","0","38","1","1","105"
"Precinct 53B Committeewoman","Michelle M. Lynn","Republican","1","0","8","0","9","1","1","105"
"Precinct 53B Committeewoman","WRITE-IN 1158","","0","0","1","0","1","1","1","105"
"Precinct 53B Committeewoman","Lucy Putnam","Republican","0","0","0","0","0","1","1","105"
"Precinct 53B Committeewoman","Faith Riemer","Republican","0","0","0","0","0","1","1","105"
"Precinct 53B Committeewoman","Percy Shepard","Republican","0","0","0","0","0","1","1","105"
"Precinct 53B Committeewoman","Marie Shepard","Republican","0","0","0","0","0","1","1","105"
"Precinct 53B Committeewoman","Kristina Ormsby","Republican","0","0","0","0","0","1","1","105"
"Precinct 53B Committeewoman","Becky Plate","Republican","0","0","0","0","0","1","1","105"
"Precinct 53B Committeewoman","Pennie vonAchen","Republican","0","0","0","0","0","1","1","105"
"Precinct 54 Committeewoman","Becky Plate","Democratic","11","0","44","0","55","1","1","55"
"Precinct 54 Committeewoman","WRITE-IN 596","","0","0","0","0","0","1","1","55"
"Precinct 54 Committeewoman","Betty Thoennes","Republican","8","0","60","1","69","1","1","78"
"Precinct 54 Committeewoman","WRITE-IN 597","","0","0","5","0","5","1","1","78"
"Precinct 54 Committeewoman","Susan Coleman","Republican","0","0","2","0","2","1","1","78"
"Precinct 54 Committeewoman","Barb Howe","Republican","0","0","1","0","1","1","1","78"
"Precinct 54 Committeewoman","Matthew Brinsfield","Republican","0","0","1","0","1","1","1","78"
"Precinct 55 H45 Committeewoman","Carol Schmitt","Democratic","10","0","23","0","33","1","1","35"
"Precinct 55 H45 Committeewoman","Krystal Nitzel","Democratic","0","0","1","0","1","1","1","35"
"Precinct 55 H45 Committeewoman","WRITE-IN 605","","0","0","1","0","1","1","1","35"
"Precinct 55 H45 Committeewoman","WRITE-IN 606","","0","0","0","0","0","1","101","0"
"Precinct 55 H42 Committeewoman","Nancy Thellman","Democratic","0","0","1","0","1","1","1","2"
"Precinct 55 H42 Committeewoman","WRITE-IN 602","","0","0","1","0","1","1","1","2"
"Precinct 55 H42 Committeewoman","WRITE-IN 603","","0","0","0","0","0","1","101","0"
"Precinct 56 S3 H47 Committeewoman","WRITE-IN 611","","1","0","2","0","3","1","1","5"
"Precinct 56 S3 H47 Committeewoman","Martha Coffman","Democratic","0","0","1","0","1","1","1","5"
"Precinct 56 S3 H47 Committeewoman","Terry Manies","Democratic","0","0","1","0","1","1","1","5"
"Precinct 56 S3 H47 Committeewoman","WRITE-IN 612","","0","0","0","0","0","1","101","0"
"Precinct 56 S19 H47 Committeewoman","WRITE-IN 1036","","0","0","0","0","0","1","101","0"
"Precinct 56 S19 H47 Committeewoman","WRITE-IN 1035","","0","0","0","0","0","1","101","0"
"Precinct 56 C1 H45 Committeewoman","WRITE-IN 1073","","0","0","0","0","0","1","101","0"
"Precinct 56 C1 H45 Committeewoman","Lorrie M. Belcher","Republican","1","0","4","0","5","1","1","5"
"Precinct 56 C1 H45 Committeewoman","WRITE-IN 1072","","0","0","0","0","0","1","1","5"
"Precinct 57 C1 H45 Committeewoman","WRITE-IN 1141","","0","0","0","0","0","1","101","0"
"Precinct 57 C1 H45 Committeewoman","Janet Boeve","Republican","1","0","3","0","4","1","1","4"
"Precinct 57 C1 H45 Committeewoman","WRITE-IN 1140","","0","0","0","0","0","1","1","4"
"Precinct 57 C2 H45 Committeewoman","WRITE-IN 1038","","0","0","2","0","2","1","1","5"
"Precinct 57 C2 H45 Committeewoman","Stephanie Bills","Democratic","0","0","1","0","1","1","1","5"
"Precinct 57 C2 H45 Committeewoman","Hanna Reib","Democratic","0","0","1","0","1","1","1","5"
"Precinct 57 C2 H45 Committeewoman","Sandra Swaggerty","Democratic","0","0","1","0","1","1","1","5"
"Precinct 57 C2 H45 Committeewoman","Bonny J. Fugett","Republican","7","0","51","0","58","1","1","62"
"Precinct 57 C2 H45 Committeewoman","WRITE-IN 1037","","0","0","2","0","2","1","1","62"
"Precinct 57 C2 H45 Committeewoman","Michael Allen","Republican","0","0","1","0","1","1","1","62"
"Precinct 57 C2 H45 Committeewoman","Tammy Morris","Republican","0","0","1","0","1","1","1","62"
"Precinct 57 C2 H47 Committeewoman","Linda Aldridge","Democratic","0","0","1","0","1","1","1","3"
"Precinct 57 C2 H47 Committeewoman","Alma Heckler","Democratic","0","0","1","0","1","1","1","3"
"Precinct 57 C2 H47 Committeewoman","WRITE-IN 1040","","0","0","1","0","1","1","1","3"
"Precinct 57 C2 H47 Committeewoman","Debra Ann Powell","Republican","0","0","22","0","22","1","1","22"
"Precinct 57 C2 H47 Committeewoman","WRITE-IN 1039","","0","0","0","0","0","1","1","22"
"Precinct 58 Committeewoman","Margaret Kramar","Democratic","7","0","34","0","41","1","1","41"
"Precinct 58 Committeewoman","WRITE-IN 620","","0","0","0","0","0","1","1","41"
"Precinct 58 Committeewoman","Carol Ann Noe","Republican","3","0","37","0","40","1","1","40"
"Precinct 58 Committeewoman","WRITE-IN 621","","0","0","0","0","0","1","1","40"
"Precinct 59 Committeewoman","Karen Johns","Democratic","15","0","33","0","48","1","1","49"
"Precinct 59 Committeewoman","WRITE-IN 1042","","0","0","1","0","1","1","1","49"
"Precinct 59 Committeewoman","Laurie A. Shuck","Republican","9","0","75","3","87","1","1","102"
"Precinct 59 Committeewoman","Megan King","Republican","2","0","13","0","15","1","1","102"
"Precinct 59 Committeewoman","WRITE-IN 1041","","0","0","0","0","0","1","1","102"
"Precinct 60 Committeewoman","WRITE-IN 629","","1","0","3","0","4","1","1","6"
"Precinct 60 Committeewoman","Kathy Allen","Democratic","0","0","1","0","1","1","1","6"
"Precinct 60 Committeewoman","Becky Meehan","Democratic","1","0","0","0","1","1","1","6"
"Precinct 60 Committeewoman","Shelly A. Todd","Republican","18","0","100","2","120","1","1","120"
"Precinct 60 Committeewoman","WRITE-IN 630","","0","0","0","0","0","1","1","120"
"Precinct 61 H5 Committeewoman","WRITE-IN 1044","","4","0","1","0","5","1","1","9"
"Precinct 61 H5 Committeewoman","Leslie Myers","Democratic","1","0","0","0","1","1","1","9"
"Precinct 61 H5 Committeewoman","Cassandra Bailey","Democratic","1","0","0","0","1","1","1","9"
"Precinct 61 H5 Committeewoman","Amy Wright","Democratic","1","0","0","0","1","1","1","9"
"Precinct 61 H5 Committeewoman","A.J. Armbrister","Democratic","1","0","0","0","1","1","1","9"
"Precinct 61 H5 Committeewoman","Nicole King","Democratic","0","0","0","0","0","1","1","9"
"Precinct 61 H5 Committeewoman","Cheryl L. McCrary","Republican","19","0","102","0","121","1","1","123"
"Precinct 61 H5 Committeewoman","Nicole King","Republican","1","0","0","0","1","1","1","123"
"Precinct 61 H5 Committeewoman","WRITE-IN 1043","","1","0","0","0","1","1","1","123"
"Precinct 61 H43 Committeewoman","WRITE-IN 1079","","0","0","0","0","0","1","101","0"
"Precinct 61 H43 Committeewoman","WRITE-IN 1078","","0","0","1","0","1","1","1","1"
"Precinct 62 Committeewoman","WRITE-IN 635","","2","0","6","0","8","1","1","17"
"Precinct 62 Committeewoman","Cynthia Beal","Democratic","1","0","5","0","6","1","1","17"
"Precinct 62 Committeewoman","Susan Pitts","Democratic","0","0","1","0","1","1","1","17"
"Precinct 62 Committeewoman","Sarah Christian","Democratic","1","0","0","0","1","1","1","17"
"Precinct 62 Committeewoman","Betsy Armbrister","Democratic","1","0","0","0","1","1","1","17"
"Precinct 62 Committeewoman","Ruth Miller","Republican","22","0","119","1","142","1","1","143"
"Precinct 62 Committeewoman","Linda Russell","Republican","0","0","1","0","1","1","1","143"
"Precinct 62 Committeewoman","WRITE-IN 636","","0","0","0","0","0","1","1","143"
"Precinct 63 H5 Committeewoman","WRITE-IN 1046","","0","0","5","0","5","1","1","11"
"Precinct 63 H5 Committeewoman","Amy Albright","Democratic","0","0","4","0","4","1","1","11"
"Precinct 63 H5 Committeewoman","Jean Moore","Democratic","0","0","1","0","1","1","1","11"
"Precinct 63 H5 Committeewoman","Cathy Dwiggins","Democratic","0","0","1","0","1","1","1","11"
"Precinct 63 H5 Committeewoman","Loretta Touslee","Republican","4","0","37","0","41","1","1","48"
"Precinct 63 H5 Committeewoman","WRITE-IN 1045","","2","0","2","0","4","1","1","48"
"Precinct 63 H5 Committeewoman","Phyllis McFarlane","Republican","2","0","0","0","2","1","1","48"
"Precinct 63 H5 Committeewoman","Jessica Cole","Republican","0","0","1","0","1","1","1","48"
"Precinct 63 H43 Committeewoman","WRITE-IN 1082","","0","0","0","0","0","1","101","0"
"Precinct 63 H43 Committeewoman","Pamela L Ferguson","Republican","2","0","5","1","8","1","1","8"
"Precinct 63 H43 Committeewoman","WRITE-IN 1081","","0","0","0","0","0","1","1","8"
"Precinct 63 H117 Committeewoman","Cynthia Phillips","Democratic","0","0","1","0","1","1","1","2"
"Precinct 63 H117 Committeewoman","WRITE-IN 1182","","0","0","1","0","1","1","1","2"
"Precinct 63 H117 Committeewoman","Ann Spitz","Republican","3","0","60","0","63","1","1","65"
"Precinct 63 H117 Committeewoman","Bill Gadberry","Republican","0","0","1","0","1","1","1","65"
"Precinct 63 H117 Committeewoman","WRITE-IN 1181","","0","0","1","0","1","1","1","65"
"Precinct 64 S19 H45 Committeewoman","Sue Ann Swartz","Democratic","18","0","24","0","42","1","1","44"
"Precinct 64 S19 H45 Committeewoman","Marilyn Brune","Democratic","1","0","0","0","1","1","1","44"
"Precinct 64 S19 H45 Committeewoman","WRITE-IN 1048","","0","0","1","0","1","1","1","44"
"Precinct 64 S19 H45 Committeewoman","Debi Taylor","Republican","0","0","1","0","1","1","1","3"
"Precinct 64 S19 H45 Committeewoman","Jamie Hofling","Republican","0","0","1","0","1","1","1","3"
"Precinct 64 S19 H45 Committeewoman","WRITE-IN 1047","","0","0","1","0","1","1","1","3"
"Precinct 64 S2 H46 Committeewoman","WRITE-IN 1050","","0","0","0","0","0","1","101","0"
"Precinct 64 S2 H46 Committeewoman","WRITE-IN 1049","","0","0","0","0","0","1","101","0"
"Precinct 65 C2 S3 H42 Committeewoman","WRITE-IN 1052","","0","0","0","0","0","1","101","0"
"Precinct 65 C2 S3 H42 Committeewoman","WRITE-IN 1051","","0","0","1","0","1","1","1","1"
"Precinct 65 C2 S2 H42 Committeewoman","WRITE-IN 1054","","0","0","0","0","0","1","101","0"
"Precinct 65 C2 S2 H42 Committeewoman","WRITE-IN 1053","","0","0","0","0","0","1","101","0"
"Precinct 65 S3 H10 Committeewoman","WRITE-IN 1056","","0","0","0","0","0","1","101","0"
"Precinct 65 S3 H10 Committeewoman","WRITE-IN 1055","","0","0","0","0","0","1","101","0"
"Precinct 65 C1 S2 H42 Committeewoman","Carolyn Coleman","Democratic","1","0","0","0","1","1","101","2"
"Precinct 65 C1 S2 H42 Committeewoman","WRITE-IN 1135","","1","0","0","0","1","1","101","2"
"Precinct 65 C1 S2 H42 Committeewoman","WRITE-IN 1134","","0","0","0","0","0","1","101","0"
"Precinct 65 C1 S2 H46 Committeewoman","WRITE-IN 1091","","0","0","0","0","0","1","101","0"
"Precinct 65 C1 S2 H46 Committeewoman","WRITE-IN 1090","","0","0","0","0","0","1","101","0"
"Precinct 66 H117 Committeewoman","WRITE-IN 1058","","0","0","3","0","3","1","1","6"
"Precinct 66 H117 Committeewoman","Lauren Stronburg","Democratic","0","0","1","0","1","1","1","6"
"Precinct 66 H117 Committeewoman","Elina Alterman","Democratic","0","0","1","0","1","1","1","6"
"Precinct 66 H117 Committeewoman","Joyce Brown","Democratic","0","0","1","0","1","1","1","6"
"Precinct 66 H117 Committeewoman","Keely Waller","Republican","2","0","29","0","31","1","1","33"
"Precinct 66 H117 Committeewoman","Kristol Kumar","Republican","0","0","1","0","1","1","1","33"
"Precinct 66 H117 Committeewoman","WRITE-IN 1057","","0","0","1","0","1","1","1","33"
"Precinct 66 H47 Committeewoman","WRITE-IN 1060","","0","0","0","0","0","1","101","0"
"Precinct 66 H47 Committeewoman","Ann Lorenzo","Republican","6","0","22","0","28","1","1","28"
"Precinct 66 H47 Committeewoman","WRITE-IN 1059","","0","0","0","0","0","1","1","28"
"Precinct 66 H44 Committeewoman","WRITE-IN 1062","","0","0","0","0","0","1","101","0"
"Precinct 66 H44 Committeewoman","WRITE-IN 1061","","0","0","0","0","0","1","101","0"
"Precinct 67 H5 CC5 Committeewoman","Erin Jungmeyer","Democratic","0","0","1","0","1","1","1","2"
"Precinct 67 H5 CC5 Committeewoman","WRITE-IN 1194","","0","0","1","0","1","1","1","2"
"Precinct 67 H5 CC5 Committeewoman","WRITE-IN 1193","","0","0","0","0","0","1","101","0"
"Precinct 67 H5 CC3 Committeewoman","Georgia Blackwood","Democratic","1","0","5","0","6","1","1","13"
"Precinct 67 H5 CC3 Committeewoman","WRITE-IN 1066","","1","0","4","0","5","1","1","13"
"Precinct 67 H5 CC3 Committeewoman","Beverly Corkill","Democratic","0","0","1","0","1","1","1","13"
"Precinct 67 H5 CC3 Committeewoman","Karen Willey","Democratic","1","0","0","0","1","1","1","13"
"Precinct 67 H5 CC3 Committeewoman","WRITE-IN 1065","","0","0","5","0","5","1","1","10"
"Precinct 67 H5 CC3 Committeewoman","Jared Ton","Republican","0","0","1","0","1","1","1","10"
"Precinct 67 H5 CC3 Committeewoman","Mike Forth","Republican","0","0","1","0","1","1","1","10"
"Precinct 67 H5 CC3 Committeewoman","Tim Adams","Republican","0","0","1","0","1","1","1","10"
"Precinct 67 H5 CC3 Committeewoman","Kari Woods","Republican","0","0","1","0","1","1","1","10"
"Precinct 67 H5 CC3 Committeewoman","Janet Jehoe","Republican","0","0","1","0","1","1","1","10"
"Precinct 67 H117 Committeewoman","WRITE-IN 1068","","0","0","0","0","0","1","101","0"
"Precinct 67 H117 Committeewoman","Mellisa Compton","Republican","0","0","1","0","1","1","1","1"
"Precinct 67 H117 Committeewoman","WRITE-IN 1067","","0","0","0","0","0","1","1","1"
"Precinct 69 Committeewoman","Barbara Holland","Democratic","16","0","37","0","53","1","1","53"
"Precinct 69 Committeewoman","WRITE-IN 1064","","0","0","0","0","0","1","1","53"
"Precinct 69 Committeewoman","Cheryl Hunsinger","Republican","6","0","67","1","74","1","1","76"
"Precinct 69 Committeewoman","Lori Regier","Republican","0","0","1","0","1","1","1","76"
"Precinct 69 Committeewoman","WRITE-IN 1063","","0","0","1","0","1","1","1","76"
"Precinct 71 Committeewoman","Mary K. Digby","Democratic","59","0","173","2","234","1","1","234"
"Precinct 71 Committeewoman","WRITE-IN 686","","0","0","0","0","0","1","1","234"
"Precinct 71 Committeewoman","WRITE-IN 687","","2","0","3","0","5","1","1","8"
"Precinct 71 Committeewoman","Mirian Hickman","Republican","0","0","1","0","1","1","1","8"
"Precinct 71 Committeewoman","Cynthia Smith","Republican","0","0","1","0","1","1","1","8"
"Precinct 71 Committeewoman","Julie Finn","Republican","0","0","1","0","1","1","1","8"
"Precinct 74 Committeewoman","WRITE-IN 689","","2","0","14","1","17","1","1","32"
"Precinct 74 Committeewoman","Amanda Somers","Democratic","0","0","2","0","2","1","1","32"
"Precinct 74 Committeewoman","Lauren Dandree","Democratic","0","0","0","2","2","1","1","32"
"Precinct 74 Committeewoman","Melissa Smith","Democratic","0","0","1","0","1","1","1","32"
"Precinct 74 Committeewoman","Sage McHenry","Democratic","0","0","1","0","1","1","1","32"
"Precinct 74 Committeewoman","Kristi Masterson","Democratic","0","0","1","0","1","1","1","32"
"Precinct 74 Committeewoman","Brenda See","Democratic","0","0","1","0","1","1","1","32"
"Precinct 74 Committeewoman","Ashley All","Democratic","0","0","1","0","1","1","1","32"
"Precinct 74 Committeewoman","Leota L. Anderson","Democratic","0","0","1","0","1","1","1","32"
"Precinct 74 Committeewoman","Heather Cessna","Democratic","0","0","1","0","1","1","1","32"
"Precinct 74 Committeewoman","Alesha Doan","Democratic","0","0","1","0","1","1","1","32"
"Precinct 74 Committeewoman","Sarah Reedy","Democratic","0","0","1","0","1","1","1","32"
"Precinct 74 Committeewoman","Judith Niebaum","Democratic","0","0","1","0","1","1","1","32"
"Precinct 74 Committeewoman","Sue Grossdidier","Democratic","1","0","0","0","1","1","1","32"
"Precinct 74 Committeewoman","Teresa G. Hopper","Republican","12","0","61","0","73","1","1","83"
"Precinct 74 Committeewoman","WRITE-IN 690","","1","0","5","0","6","1","1","83"
